protein_a,protein_b,direction_count,reciprocal_minimum_tm_score,reciprocal_minimum_coverage,reciprocal_minimum_lddt,reciprocal_minimum_homology_probability,maximum_sequence_identity,maximum_alignment_length,minimum_e_value,minimum_bit_score,qualifies_structure_edge,protein_a_family_id,protein_b_family_id
A0A140D2T1_ZIKV,TRPC_SACS2,2,0.1326,0.911,0.1841,0.009,0.008,605,0.1761,13,False,ssf_a5d49b9502ef,ssf_415fc4c4433b
A0A140D2T1_ZIKV,TRPC_THEMA,2,0.1589,0.895,0.1937,0.011,0.012,578,0.2133,15,False,ssf_a5d49b9502ef,ssf_415fc4c4433b
A0A140D2T1_ZIKV,UBC9_HUMAN,2,0.1303,0.736,0.2293,0.009,0.007,419,0.2199,13,False,ssf_a5d49b9502ef,ssf_ab8b39992872
A0A140D2T1_ZIKV,UBE4B_HUMAN,2,0.06358,0.093,0.3097,0.0,0.027,458,0.1875,6,False,ssf_a5d49b9502ef,ssf_a47101dcf200
A0A140D2T1_ZIKV,UBE4B_MOUSE,2,0.1137,0.974,0.1674,0.007,0.011,1442,0.1626,11,False,ssf_a5d49b9502ef,ssf_2d1d2debf9a5
A0A140D2T1_ZIKV,UBR5_HUMAN,2,0.06231,0.119,0.3256,0.0,0.023,314,0.192,6,False,ssf_a5d49b9502ef,ssf_059a8d032aa4
A0A140D2T1_ZIKV,VG08_BPP22,2,0.06796,0.472,0.4887,0.0,0.004,242,0.3254,6,False,ssf_a5d49b9502ef,ssf_ffaeeb6011e9
A0A140D2T1_ZIKV,VILI_CHICK,2,0.07882,0.819,0.1653,0.0,0.007,423,0.1883,7,False,ssf_a5d49b9502ef,ssf_0815efaffc38
A0A140D2T1_ZIKV,VKOR1_HUMAN,2,0.1433,0.853,0.2455,0.01,0.016,476,0.2379,14,False,ssf_a5d49b9502ef,ssf_893ea5ec829f
A0A140D2T1_ZIKV,VRPI_BPT7,2,0.04488,0.069,0.3415,0.0,0.055,428,0.1815,4,False,ssf_a5d49b9502ef,ssf_c5c95e85f55b
A0A140D2T1_ZIKV,YAIA_ECOLI,2,0.06061,0.698,0.2001,0.0,0.013,360,0.2347,6,False,ssf_a5d49b9502ef,ssf_ac44f5c3e836
A0A140D2T1_ZIKV,YNZC_BACSU,2,0.04799,0.067,0.4803,0.0,0.069,43,0.2648,6,False,ssf_a5d49b9502ef,ssf_ca121528f828
A0A192B1T2_9HIV1,A0A1I9GEU1_NEIME,2,0.08372,0.507,0.268,0.0,0.014,672,0.1868,8,False,ssf_1bf288bd319a,ssf_977f4be4ca9f
A0A192B1T2_9HIV1,A0A247D711_LISMN,2,0.05439,0.638,0.2569,0.0,0.008,609,0.1828,7,False,ssf_1bf288bd319a,ssf_c9df9de4e934
A0A192B1T2_9HIV1,A0A2Z5U3Z0_9INFA,2,0.1858,0.89,0.2781,0.02,0.014,1071,0.2198,18,False,ssf_1bf288bd319a,ssf_97ae43962602
A0A192B1T2_9HIV1,A4D664_9INFA,2,0.1801,0.667,0.186,0.024,0.012,1111,0.1876,19,False,ssf_1bf288bd319a,ssf_c55b9af61b07
A0A192B1T2_9HIV1,A4GRB6_PSEAI,2,0.1039,0.396,0.2064,0.0,0.018,444,0.18,10,False,ssf_1bf288bd319a,ssf_579275b2407d
A0A192B1T2_9HIV1,A4_HUMAN,2,0.1503,0.464,0.2702,0.01,0.011,798,0.1564,14,False,ssf_1bf288bd319a,ssf_6a1f189f4e62
A0A192B1T2_9HIV1,AACC1_PSEAI,2,0.07551,0.296,0.2076,0.0,0.025,588,0.1667,7,False,ssf_1bf288bd319a,ssf_c8ac09285ada
A0A192B1T2_9HIV1,ACE2_HUMAN,2,0.2133,0.681,0.2568,0.034,0.012,1024,0.2176,21,False,ssf_1bf288bd319a,ssf_67d793b1df10
A0A192B1T2_9HIV1,ADRB2_HUMAN,2,0.1673,0.793,0.2016,0.016,0.014,869,0.2284,17,False,ssf_1bf288bd319a,ssf_e2a3e4f1f860
A0A192B1T2_9HIV1,AMFR_HUMAN,2,0.02188,0.026,0.4236,0.0,0.013,144,0.185,2,False,ssf_1bf288bd319a,ssf_cf49a18e12cd
A0A192B1T2_9HIV1,AMIE_PSEAE,2,0.1221,0.459,0.2306,0.008,0.014,497,0.184,12,False,ssf_1bf288bd319a,ssf_0406336ba271
A0A192B1T2_9HIV1,ANCSZ,2,0.1792,0.64,0.2037,0.016,0.017,817,0.2015,17,False,ssf_1bf288bd319a,ssf_88339869d8cb
A0A192B1T2_9HIV1,ARGR_ECOLI,2,0.04372,0.696,0.2533,0.0,0.006,618,0.2031,4,False,ssf_1bf288bd319a,ssf_8af86fe1b209
A0A192B1T2_9HIV1,BBC1_YEAST,2,0.04279,0.357,0.3089,0.0,0.006,304,0.2073,4,False,ssf_1bf288bd319a,ssf_09af8f8b7309
A0A192B1T2_9HIV1,BCHB_CHLTE,2,0.03809,0.121,0.2953,0.0,0.044,114,0.2353,3,False,ssf_1bf288bd319a,ssf_39e5faa59a41
A0A192B1T2_9HIV1,BLAT_ECOLX,2,0.1279,0.748,0.2035,0.008,0.009,774,0.2106,12,False,ssf_1bf288bd319a,ssf_1ca89f8f1279
A0A192B1T2_9HIV1,BRCA1_HUMAN,2,0.06582,0.81,0.1617,0.0,0.006,2128,0.09271,6,False,ssf_1bf288bd319a,ssf_234425dd63e3
A0A192B1T2_9HIV1,C6KNH7_9INFA,2,0.2004,0.844,0.2577,0.029,0.015,1029,0.2368,20,False,ssf_1bf288bd319a,ssf_97ae43962602
A0A192B1T2_9HIV1,CALM1_HUMAN,2,0.07622,0.63,0.1983,0.0,0.007,640,0.1822,7,False,ssf_1bf288bd319a,ssf_90261541b92a
A0A192B1T2_9HIV1,CAPSD_AAV2S,2,0.1544,0.65,0.1945,0.016,0.016,950,0.163,17,False,ssf_1bf288bd319a,ssf_c257cf3223e7
A0A192B1T2_9HIV1,CAR11_HUMAN,2,0.1275,0.523,0.1926,0.008,0.011,1014,0.1443,12,False,ssf_1bf288bd319a,ssf_0fc8efec29c6
A0A192B1T2_9HIV1,CAS9_STRP1,2,0.1409,0.894,0.2018,0.01,0.012,1798,0.1728,14,False,ssf_1bf288bd319a,ssf_2fb7a12de8e4
A0A192B1T2_9HIV1,CASP3_HUMAN,2,0.1025,0.671,0.2183,0.0,0.007,680,0.1789,10,False,ssf_1bf288bd319a,ssf_99e3b36fb3c0
A0A192B1T2_9HIV1,CASP7_HUMAN,2,0.1129,0.418,0.1969,0.008,0.019,560,0.185,12,False,ssf_1bf288bd319a,ssf_99e3b36fb3c0
A0A192B1T2_9HIV1,CATR_CHLRE,2,0.04564,0.711,0.2816,0.0,0.001,627,0.1963,4,False,ssf_1bf288bd319a,ssf_61777c3573dc
A0A192B1T2_9HIV1,CBPA2_HUMAN,2,0.04614,0.7,0.3213,0.0,0.004,614,0.2135,4,False,ssf_1bf288bd319a,ssf_f46e1f61009b
A0A192B1T2_9HIV1,CBS_HUMAN,2,0.146,0.529,0.2064,0.01,0.017,908,0.1739,14,False,ssf_1bf288bd319a,ssf_c188af622fce
A0A192B1T2_9HIV1,CBX4_HUMAN,2,0.03536,0.124,0.1624,0.0,0.034,162,0.1621,3,False,ssf_1bf288bd319a,ssf_63a1a4e89751
A0A192B1T2_9HIV1,CCDB_ECOLI,2,0.07099,0.208,0.2504,0.0,0.028,207,0.2276,7,False,ssf_1bf288bd319a,ssf_e2b2659337b1
A0A192B1T2_9HIV1,CCR5_HUMAN,2,0.1651,0.529,0.1896,0.016,0.019,612,0.2424,17,False,ssf_1bf288bd319a,ssf_2fd7d813c6f4
A0A192B1T2_9HIV1,CD19_HUMAN,2,0.1904,0.689,0.306,0.024,0.017,935,0.2278,19,False,ssf_1bf288bd319a,ssf_1ca77773c7d8
A0A192B1T2_9HIV1,CP2C9_HUMAN,2,0.151,0.525,0.1811,0.014,0.015,767,0.1859,16,False,ssf_1bf288bd319a,ssf_1d3a8e32222c
A0A192B1T2_9HIV1,CSN4_MOUSE,2,0.04163,0.083,0.259,0.0,0.004,494,0.1991,4,False,ssf_1bf288bd319a,ssf_322a3fa1e236
A0A192B1T2_9HIV1,CUE1_YEAST,2,0.03334,0.147,0.2205,0.0,0.014,382,0.1804,3,False,ssf_1bf288bd319a,ssf_7dd9b66382a6
A0A192B1T2_9HIV1,D7PM05_CLYGR,2,0.09694,0.322,0.2215,0.0,0.013,532,0.19,10,False,ssf_1bf288bd319a,ssf_cba7b508de0e
A0A192B1T2_9HIV1,DLG4_HUMAN,2,0.1335,0.705,0.1877,0.009,0.01,1164,0.1421,13,False,ssf_1bf288bd319a,ssf_d98da1f7d712
A0A192B1T2_9HIV1,DLG4_RAT,2,0.1499,0.648,0.1876,0.01,0.014,885,0.1594,14,False,ssf_1bf288bd319a,ssf_d98da1f7d712
A0A192B1T2_9HIV1,DN7A_SACS2,2,0.03993,0.06,0.3076,0.0,0.021,236,0.185,4,False,ssf_1bf288bd319a,ssf_0500559dbf7c
A0A192B1T2_9HIV1,DNJA1_HUMAN,2,0.05694,0.623,0.3335,0.0,0.009,533,0.2587,5,False,ssf_1bf288bd319a,ssf_3bc8071abc2c
A0A192B1T2_9HIV1,DOCK1_MOUSE,2,0.05203,0.545,0.2093,0.0,0.006,477,0.206,5,False,ssf_1bf288bd319a,ssf_09af8f8b7309
A0A192B1T2_9HIV1,DYR_ECOLI,2,0.07704,0.169,0.1457,0.0,0.013,513,0.1727,7,False,ssf_1bf288bd319a,ssf_0932cd92de6e
A0A192B1T2_9HIV1,ENVZ_ECOLI,2,0.05817,0.636,0.3815,0.0,0.007,549,0.2911,5,False,ssf_1bf288bd319a,ssf_2ee5fd080c0f
A0A192B1T2_9HIV1,ENV_HV1BR,2,0.7824,0.974,0.8683,0.978,0.575,922,0.7862,78,True,ssf_1bf288bd319a,ssf_1bf288bd319a
A0A192B1T2_9HIV1,EPHB2_HUMAN,2,0.0417,0.052,0.2956,0.0,0.028,79,0.2082,4,False,ssf_1bf288bd319a,ssf_1a40a2a2ccdc
A0A192B1T2_9HIV1,ESTA_BACSU,2,0.1019,0.688,0.3038,0.0,0.007,675,0.202,10,False,ssf_1bf288bd319a,ssf_eb7894768bb9
A0A192B1T2_9HIV1,FECA_ECOLI,2,0.05054,0.339,0.1475,0.0,0.013,436,0.1704,5,False,ssf_1bf288bd319a,ssf_9a3ea6c0c19c
A0A192B1T2_9HIV1,FKBP3_HUMAN,2,0.05298,0.704,0.2618,0.0,0.003,615,0.2116,5,False,ssf_1bf288bd319a,ssf_178ecc1910b6
A0A192B1T2_9HIV1,GAL4_YEAST,2,0.1731,0.707,0.1756,0.016,0.013,1089,0.1752,17,False,ssf_1bf288bd319a,ssf_2be67f569203
A0A192B1T2_9HIV1,GDIA_HUMAN,2,0.1913,0.623,0.2074,0.024,0.025,735,0.2486,19,False,ssf_1bf288bd319a,ssf_8931019bd293
A0A192B1T2_9HIV1,GFP_AEQVI,2,0.1046,0.478,0.2111,0.0,0.013,506,0.1904,10,False,ssf_1bf288bd319a,ssf_cba7b508de0e
A0A192B1T2_9HIV1,GRB2_HUMAN,2,0.08751,0.704,0.1754,0.0,0.006,649,0.1585,8,False,ssf_1bf288bd319a,ssf_a2995dce9367
A0A192B1T2_9HIV1,HCP_LAMBD,2,0.04383,0.707,0.2794,0.0,0.004,611,0.1899,4,False,ssf_1bf288bd319a,ssf_f4afbafe8fe3
A0A192B1T2_9HIV1,HECD1_HUMAN,2,0.04743,0.446,0.2527,0.0,0.007,620,0.1747,4,False,ssf_1bf288bd319a,ssf_45f2530c8897
A0A192B1T2_9HIV1,HEM3_HUMAN,2,0.1447,0.492,0.168,0.01,0.018,597,0.208,14,False,ssf_1bf288bd319a,ssf_afe0fb52df15
A0A192B1T2_9HIV1,HMDH_HUMAN,2,0.1508,0.624,0.1894,0.011,0.011,1044,0.1532,15,False,ssf_1bf288bd319a,ssf_a470df240675
A0A192B1T2_9HIV1,HSP82_YEAST,2,0.1802,0.783,0.225,0.02,0.02,1150,0.1932,18,False,ssf_1bf288bd319a,ssf_4ba74830b6b6
A0A192B1T2_9HIV1,HXK4_HUMAN,2,0.1625,0.61,0.2291,0.014,0.013,729,0.2107,16,False,ssf_1bf288bd319a,ssf_b10f2912eeeb
A0A192B1T2_9HIV1,I6TAH8_I68A0,2,0.1565,0.504,0.1778,0.011,0.02,624,0.1938,15,False,ssf_1bf288bd319a,ssf_ac5654d2afd9
A0A192B1T2_9HIV1,IF1_ECOLI,2,0.0468,0.513,0.1862,0.0,0.008,452,0.1683,4,False,ssf_1bf288bd319a,ssf_ab9383c4e9ad
A0A192B1T2_9HIV1,ILF3_HUMAN,2,0.0538,0.225,0.2736,0.0,0.014,211,0.2128,5,False,ssf_1bf288bd319a,ssf_8239bef973ac
A0A192B1T2_9HIV1,ISDH_STAAW,2,0.03012,0.032,0.3127,0.0,0.111,466,0.2236,3,False,ssf_1bf288bd319a,ssf_952abe758b6a
A0A192B1T2_9HIV1,KCNE1_HUMAN,2,0.1034,0.349,0.596,0.0,0.025,317,0.3016,10,False,ssf_1bf288bd319a,ssf_8626537a0620
A0A192B1T2_9HIV1,KCNJ2_MOUSE,2,0.1437,0.811,0.2899,0.01,0.011,945,0.1922,14,False,ssf_1bf288bd319a,ssf_f35e7c0d2382
A0A192B1T2_9HIV1,KKA2_KLEPN,2,0.1152,0.487,0.2018,0.007,0.013,538,0.1933,11,False,ssf_1bf288bd319a,ssf_72f0344ad526
A0A192B1T2_9HIV1,LGK_LIPST,2,0.1597,0.691,0.1998,0.014,0.02,808,0.2101,16,False,ssf_1bf288bd319a,ssf_bba3db8a5a23
A0A192B1T2_9HIV1,MAFG_MOUSE,2,0.02796,0.033,0.5681,0.0,0.052,95,0.2413,2,False,ssf_1bf288bd319a,ssf_a1eda43852c5
A0A192B1T2_9HIV1,MBD11_ARATH,2,0.05069,0.242,0.1935,0.0,0.013,222,0.1935,5,False,ssf_1bf288bd319a,ssf_029b997580c1
A0A192B1T2_9HIV1,MET_HUMAN,2,0.1298,0.466,0.1709,0.008,0.026,498,0.2148,12,False,ssf_1bf288bd319a,ssf_9e206bd97a80
A0A192B1T2_9HIV1,MK01_HUMAN,2,0.1312,0.603,0.2028,0.009,0.007,697,0.1908,13,False,ssf_1bf288bd319a,ssf_29a8f9564eb0
A0A192B1T2_9HIV1,MLAC_ECOLI,2,0.08955,0.499,0.1798,0.0,0.009,530,0.1737,8,False,ssf_1bf288bd319a,ssf_2185c9b20e14
A0A192B1T2_9HIV1,MSH2_HUMAN,2,0.2004,0.767,0.2224,0.029,0.015,1191,0.2074,20,False,ssf_1bf288bd319a,ssf_48cbc265b524
A0A192B1T2_9HIV1,MTH3_HAEAE,2,0.1254,0.541,0.2047,0.008,0.016,658,0.1894,12,False,ssf_1bf288bd319a,ssf_9a90786f7320
A0A192B1T2_9HIV1,MTHR_HUMAN,2,0.2084,0.947,0.1925,0.029,0.012,1161,0.2304,20,False,ssf_1bf288bd319a,ssf_095a60e097b5
A0A192B1T2_9HIV1,MYO3_YEAST,2,0.03293,0.061,0.2955,0.0,0.071,89,0.1612,3,False,ssf_1bf288bd319a,ssf_09af8f8b7309
A0A192B1T2_9HIV1,NCAP_I34A1,2,0.1563,0.504,0.1834,0.011,0.017,625,0.1949,15,False,ssf_1bf288bd319a,ssf_ac5654d2afd9
A0A192B1T2_9HIV1,NKX31_HUMAN,2,0.04702,0.63,0.3032,0.0,0.009,609,0.2617,4,False,ssf_1bf288bd319a,ssf_3de478b56341
A0A192B1T2_9HIV1,NPC1_HUMAN,2,0.1725,0.75,0.1822,0.016,0.012,1415,0.2036,17,False,ssf_1bf288bd319a,ssf_9d5fffe3ecc6
A0A192B1T2_9HIV1,NUD15_HUMAN,2,0.0943,0.741,0.2581,0.0,0.002,687,0.2125,9,False,ssf_1bf288bd319a,ssf_7dd15a2e7599
A0A192B1T2_9HIV1,NUSA_ECOLI,2,0.05076,0.586,0.2744,0.0,0.01,559,0.2104,5,False,ssf_1bf288bd319a,ssf_a92a5d40f0e3
A0A192B1T2_9HIV1,NUSG_MYCTU,2,0.03332,0.33,0.2637,0.0,0.017,317,0.1395,3,False,ssf_1bf288bd319a,ssf_12ebdb52f01c
A0A192B1T2_9HIV1,OBSCN_HUMAN,2,0.03994,0.065,0.1644,0.0,0.05,393,0.1604,4,False,ssf_1bf288bd319a,ssf_09af8f8b7309
A0A192B1T2_9HIV1,ODP2_GEOSE,2,0.03053,0.129,0.2288,0.0,0.016,123,0.1865,3,False,ssf_1bf288bd319a,ssf_a7d25cc6753c
A0A192B1T2_9HIV1,OTC_HUMAN,2,0.1459,0.637,0.1773,0.01,0.02,699,0.2103,14,False,ssf_1bf288bd319a,ssf_85ec1183d131
A0A192B1T2_9HIV1,OTU7A_HUMAN,2,0.02925,0.69,0.2466,0.0,0.006,600,0.1962,2,False,ssf_1bf288bd319a,ssf_24059a2f71bf
A0A192B1T2_9HIV1,OXDA_RHOTO,2,0.175,0.688,0.2118,0.016,0.013,733,0.2512,17,False,ssf_1bf288bd319a,ssf_08db490a0d52
A0A192B1T2_9HIV1,P53_HUMAN,2,0.1317,0.451,0.2112,0.009,0.021,517,0.1849,13,False,ssf_1bf288bd319a,ssf_a3526b63cbae
A0A192B1T2_9HIV1,P84126_THETH,2,0.09225,0.477,0.1805,0.0,0.013,533,0.159,9,False,ssf_1bf288bd319a,ssf_415fc4c4433b
A0A192B1T2_9HIV1,PABP_YEAST,2,0.1443,0.593,0.2752,0.01,0.012,946,0.1679,14,False,ssf_1bf288bd319a,ssf_a34f78cda012
A0A192B1T2_9HIV1,PAI1_HUMAN,2,0.1373,0.494,0.1842,0.009,0.012,675,0.1898,13,False,ssf_1bf288bd319a,ssf_51cbf66f0934
A0A192B1T2_9HIV1,PA_I34A1,2,0.1678,0.908,0.2638,0.014,0.013,1245,0.1798,16,False,ssf_1bf288bd319a,ssf_ec35c0fe8f0c
A0A192B1T2_9HIV1,PHOT_CHLRE,2,0.06652,0.174,0.2082,0.0,0.016,179,0.1791,6,False,ssf_1bf288bd319a,ssf_3193156583c0
A0A192B1T2_9HIV1,PIN1_HUMAN,2,0.02578,0.218,0.3128,0.0,0.01,187,0.2023,2,False,ssf_1bf288bd319a,ssf_27b2fd965bcd
A0A192B1T2_9HIV1,PITX2_HUMAN,2,0.03394,0.612,0.299,0.0,0.003,542,0.2311,3,False,ssf_1bf288bd319a,ssf_3de478b56341
A0A192B1T2_9HIV1,PKN1_HUMAN,2,0.04444,0.052,0.501,0.0,0.022,560,0.2526,4,False,ssf_1bf288bd319a,ssf_32b373a919b9
A0A192B1T2_9HIV1,POLG_CXB3N,2,0.1169,0.915,0.1405,0.007,0.008,2476,0.1801,11,False,ssf_1bf288bd319a,ssf_6872ef7481de
A0A192B1T2_9HIV1,POLG_DEN26,2,0.1721,0.594,0.1811,0.016,0.018,864,0.1755,17,False,ssf_1bf288bd319a,ssf_1d81bb997017
A0A192B1T2_9HIV1,POLG_HCVJF,2,0.1018,0.458,0.1879,0.0,0.014,487,0.1848,10,False,ssf_1bf288bd319a,ssf_55f4d290e887
A0A192B1T2_9HIV1,POLG_PESV,2,0.04176,0.167,0.2509,0.0,0.012,156,0.2241,4,False,ssf_1bf288bd319a,ssf_dc63c2b3ba7c
A0A192B1T2_9HIV1,PPARG_HUMAN,2,0.1312,0.473,0.2167,0.009,0.012,846,0.1625,13,False,ssf_1bf288bd319a,ssf_6d98a5313455
A0A192B1T2_9HIV1,PPM1D_HUMAN,2,0.1621,0.619,0.21,0.014,0.011,708,0.1872,16,False,ssf_1bf288bd319a,ssf_c26e504ac4d4
A0A192B1T2_9HIV1,PR40A_HUMAN,2,0.04036,0.431,0.2688,0.0,0.007,539,0.1927,4,False,ssf_1bf288bd319a,ssf_f662b12b6174
A0A192B1T2_9HIV1,PRKN_HUMAN,2,0.1511,0.682,0.169,0.011,0.012,813,0.1953,15,False,ssf_1bf288bd319a,ssf_044a6e3db01c
A0A192B1T2_9HIV1,PSAE_PICP2,2,0.0464,0.068,0.3136,0.0,0.031,69,0.1754,5,False,ssf_1bf288bd319a,ssf_b20798b8020c
A0A192B1T2_9HIV1,PTEN_HUMAN,2,0.1433,0.552,0.1798,0.01,0.013,684,0.1954,14,False,ssf_1bf288bd319a,ssf_a81536eee23e
A0A192B1T2_9HIV1,Q2N0S5_9HIV1,2,0.7868,0.927,0.9253,0.978,0.622,918,0.7903,78,True,ssf_1bf288bd319a,ssf_1bf288bd319a
A0A192B1T2_9HIV1,Q53Z42_HUMAN,2,0.1439,0.912,0.2179,0.01,0.008,955,0.2066,14,False,ssf_1bf288bd319a,ssf_77b576379330
A0A192B1T2_9HIV1,Q59976_STRSQ,2,0.1361,0.492,0.1906,0.009,0.015,833,0.1681,13,False,ssf_1bf288bd319a,ssf_9ddcf4dec5c1
A0A192B1T2_9HIV1,Q6WV12_9MAXI,2,0.1007,0.485,0.196,0.0,0.011,507,0.1913,10,False,ssf_1bf288bd319a,ssf_cba7b508de0e
A0A192B1T2_9HIV1,Q837P4_ENTFA,2,0.1744,0.609,0.2613,0.016,0.014,1034,0.2032,17,False,ssf_1bf288bd319a,ssf_cdfaa4cd70ca
A0A192B1T2_9HIV1,Q837P5_ENTFA,2,0.1671,0.822,0.229,0.014,0.008,1010,0.1967,16,False,ssf_1bf288bd319a,ssf_cdfaa4cd70ca
A0A192B1T2_9HIV1,Q8WTC7_9CNID,2,0.1021,0.478,0.2003,0.0,0.013,511,0.1868,10,False,ssf_1bf288bd319a,ssf_cba7b508de0e
A0A192B1T2_9HIV1,R1AB_SARS2,2,0.1267,0.716,0.1983,0.009,0.011,726,0.1954,13,False,ssf_1bf288bd319a,ssf_9fc1ecf8307b
A0A192B1T2_9HIV1,RAD_ANTMA,2,0.04236,0.622,0.2753,0.0,0.003,545,0.255,4,False,ssf_1bf288bd319a,ssf_0eef6f01f081
A0A192B1T2_9HIV1,RASH_HUMAN,2,0.09815,0.745,0.3055,0.0,0.009,718,0.2033,10,False,ssf_1bf288bd319a,ssf_550503ae0437
A0A192B1T2_9HIV1,RASK_HUMAN,2,0.09869,0.737,0.349,0.0,0.014,714,0.2255,10,False,ssf_1bf288bd319a,ssf_550503ae0437
A0A192B1T2_9HIV1,RBP1_HUMAN,2,0.03426,0.041,0.3069,0.0,0.081,99,0.2594,3,False,ssf_1bf288bd319a,ssf_bc19e1d23319
A0A192B1T2_9HIV1,RCD1_ARATH,2,0.04091,0.048,0.3105,0.0,0.048,159,0.2061,4,False,ssf_1bf288bd319a,ssf_329d15de34fe
A0A192B1T2_9HIV1,RCRO_LAMBD,2,0.03638,0.683,0.2714,0.0,0.005,597,0.1843,3,False,ssf_1bf288bd319a,ssf_c6c5a726cc75
A0A192B1T2_9HIV1,RD23A_HUMAN,2,0.02673,0.073,0.2509,0.0,0.047,142,0.1819,2,False,ssf_1bf288bd319a,ssf_3998cbaed1a7
A0A192B1T2_9HIV1,RDRP_I33A0,2,0.1824,0.69,0.1966,0.02,0.017,945,0.1905,18,False,ssf_1bf288bd319a,ssf_bcc2d8a187a4
A0A192B1T2_9HIV1,REV_HV1H2,2,0.0603,0.141,0.1858,0.0,0.037,133,0.1925,6,False,ssf_1bf288bd319a,ssf_4ddd0adc0328
A0A192B1T2_9HIV1,RFAH_ECOLI,2,0.03092,0.062,0.2514,0.0,0.054,318,0.1515,3,False,ssf_1bf288bd319a,ssf_12ebdb52f01c
A0A192B1T2_9HIV1,RL20_AQUAE,2,0.04609,0.619,0.3291,0.0,0.008,606,0.2047,4,False,ssf_1bf288bd319a,ssf_310c599ef29a
A0A192B1T2_9HIV1,RL40A_YEAST,2,0.07915,0.155,0.2093,0.0,0.046,173,0.2138,7,False,ssf_1bf288bd319a,ssf_09950e3c22ee
A0A192B1T2_9HIV1,RNC_ECOLI,2,0.09875,0.689,0.2542,0.0,0.001,685,0.1897,9,False,ssf_1bf288bd319a,ssf_692c79c706c4
A0A192B1T2_9HIV1,RPC1_BP434,2,0.04509,0.695,0.2233,0.0,0.003,604,0.1813,4,False,ssf_1bf288bd319a,ssf_ffbe89385f32
A0A192B1T2_9HIV1,RS15_GEOSE,2,0.05412,0.07,0.334,0.0,0.109,551,0.2448,5,False,ssf_1bf288bd319a,ssf_bcab9ac142f5
A0A192B1T2_9HIV1,S22A1_HUMAN,2,0.1612,0.474,0.1944,0.014,0.012,870,0.1916,16,False,ssf_1bf288bd319a,ssf_dedbcf3c34ac
A0A192B1T2_9HIV1,SAV1_MOUSE,2,0.02564,0.203,0.2089,0.0,0.017,225,0.1903,3,False,ssf_1bf288bd319a,ssf_0d40c1bb820d
A0A192B1T2_9HIV1,SBI_STAAM,2,0.04392,0.365,0.3323,0.0,0.015,518,0.2232,5,False,ssf_1bf288bd319a,ssf_60dadcbd5371
A0A192B1T2_9HIV1,SC6A4_HUMAN,2,0.2029,0.688,0.2128,0.034,0.015,877,0.2279,21,False,ssf_1bf288bd319a,ssf_5602ca7080fe
A0A192B1T2_9HIV1,SCIN_STAAR,2,0.04257,0.063,0.3792,0.0,0.055,126,0.2197,4,False,ssf_1bf288bd319a,ssf_cf940c8da196
A0A192B1T2_9HIV1,SDA_BACSU,2,0.03983,0.653,0.3488,0.0,0.0,558,0.2955,3,False,ssf_1bf288bd319a,ssf_3a5047c87583
A0A192B1T2_9HIV1,SERC_HUMAN,2,0.1271,0.629,0.2221,0.008,0.009,790,0.1838,12,False,ssf_1bf288bd319a,ssf_f2035d659d6a
A0A192B1T2_9HIV1,SHOC2_HUMAN,2,0.1632,0.687,0.1842,0.014,0.012,892,0.1896,16,False,ssf_1bf288bd319a,ssf_6f5083a5504d
A0A192B1T2_9HIV1,SOX30_HUMAN,2,0.03073,0.561,0.2789,0.0,0.006,617,0.188,3,False,ssf_1bf288bd319a,ssf_6cc095ce3976
A0A192B1T2_9HIV1,SPA_STAAU,2,0.03588,0.384,0.3359,0.0,0.003,613,0.1789,4,False,ssf_1bf288bd319a,ssf_5e471b6b3e5d
A0A192B1T2_9HIV1,SPG1_STRSG,2,0.1112,0.576,0.4628,0.007,0.01,882,0.1495,11,False,ssf_1bf288bd319a,ssf_db4b6fc031cf
A0A192B1T2_9HIV1,SPG2_STRSG,2,0.04852,0.221,0.2343,0.0,0.005,193,0.2408,4,False,ssf_1bf288bd319a,ssf_67e127763d3d
A0A192B1T2_9HIV1,SPIKE_SARS2,2,0.1275,0.877,0.2538,0.008,0.011,1807,0.1516,12,False,ssf_1bf288bd319a,ssf_761ae81d509c
A0A192B1T2_9HIV1,SPTN1_CHICK,2,0.04619,0.227,0.292,0.0,0.019,206,0.1888,4,False,ssf_1bf288bd319a,ssf_b0e1111705e5
A0A192B1T2_9HIV1,SQSTM_MOUSE,2,0.02661,0.675,0.237,0.0,0.003,609,0.189,3,False,ssf_1bf288bd319a,ssf_fd3d638b0af8
A0A192B1T2_9HIV1,SR43C_ARATH,2,0.03171,0.511,0.1469,0.0,0.008,604,0.1674,3,False,ssf_1bf288bd319a,ssf_63a1a4e89751
A0A192B1T2_9HIV1,SRBS1_HUMAN,2,0.0447,0.074,0.1861,0.0,0.063,503,0.1635,4,False,ssf_1bf288bd319a,ssf_09af8f8b7309
A0A192B1T2_9HIV1,SRC_HUMAN,2,0.1537,0.516,0.203,0.011,0.015,690,0.1869,15,False,ssf_1bf288bd319a,ssf_c38d9b4005f8
A0A192B1T2_9HIV1,SUMO1_HUMAN,2,0.086,0.479,0.2531,0.0,0.004,421,0.275,8,False,ssf_1bf288bd319a,ssf_19622d9f3f73
A0A192B1T2_9HIV1,SYUA_HUMAN,2,0.07112,0.204,0.2165,0.0,0.025,496,0.1727,8,False,ssf_1bf288bd319a,ssf_87dffde05f09
