assay_id,uniprot_id,uniprot_accession,mapping_coverage,canonical_start,canonical_end,pfam_accession,pfam_name,clan_accession,clan_name,domain_start,domain_end,domain_score,overlap_residues,overlap_fraction_of_shorter,qualifies_curated_domain
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF12796,Ankyrin repeats (3 copies),CL0465,Ank,247,305,1.2e-08,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF12796,Ankyrin repeats (3 copies),CL0465,Ank,381,461,1.3e-12,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF12796,Ankyrin repeats (3 copies),CL0465,Ank,556,622,1.5e-10,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF12796,Ankyrin repeats (3 copies),CL0465,Ank,649,742,2.5e-13,0,0.0,False
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,0.9661016949152542,876.0,934.0,PF13637,Ankyrin repeats (many copies),CL0465,Ank,497,546,0.02,0,0.0,False
TPK1_HUMAN_Weile_2017,TPK1_HUMAN,Q9H3S4,1.0,1.0,243.0,PF04263,"Thiamin pyrophosphokinase, catalytic domain",CL0948,GT29-like,32,145,4.6e-35,114,1.0,True
TPK1_HUMAN_Weile_2017,TPK1_HUMAN,Q9H3S4,1.0,1.0,243.0,PF04265,"Thiamin pyrophosphokinase, vitamin B1 binding domain",,,169,236,1.1e-20,68,1.0,True
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,P51580,1.0,1.0,245.0,PF05724,Thiopurine S-methyltransferase (TPMT),CL0063,NADP_Rossmann,25,245,2.2e-83,221,1.0,True
TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,P40238,0.9984251968503937,1.0,635.0,PF09067,"Erythropoietin receptor, ligand binding",CL0159,E-set,25,128,8.3e-28,104,1.0,True
TRPC_SACS2_Chan_2017,TRPC_SACS2,Q06121,1.0,1.0,248.0,PF00218,Indole-3-glycerol phosphate synthase,CL0036,TIM_barrel,2,242,8.3e-84,241,1.0,True
TRPC_THEMA_Chan_2017,TRPC_THEMA,Q56319,0.996031746031746,1.0,252.0,PF00218,Indole-3-glycerol phosphate synthase,CL0036,TIM_barrel,8,246,9.7e-66,239,1.0,True
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,P63279,0.9937106918238994,1.0,158.0,PF00179,Ubiquitin-conjugating enzyme,CL0208,UBC,8,151,9.5e-48,144,1.0,True
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,O95155,1.0,1227.0,1295.0,PF04564,U-box domain,CL0229,RING,1228,1299,1.4e-26,68,0.9855072463768116,True
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,O95155,1.0,1227.0,1295.0,PF10408,Ubiquitin elongating factor core,CL0020,TPR,591,1212,0.0,0,0.0,False
UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,Q9ES00,1.0,1.0,1173.0,PF04564,U-box domain,CL0229,RING,1099,1169,9.4e-27,71,1.0,True
UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,Q9ES00,1.0,1.0,1173.0,PF10408,Ubiquitin elongating factor core,CL0020,TPR,462,1083,0.0,622,1.0,True
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,1.0,2393.0,2450.0,PF00632,HECT-domain (ubiquitin-transferase),CL0552,Hect,2501,2798,4.5e-67,0,0.0,False
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,1.0,2393.0,2450.0,PF00658,MLLE domain,CL0828,PABC-like,2392,2449,1.3e-17,57,0.9827586206896551,True
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,1.0,2393.0,2450.0,PF11547,E3 ubiquitin ligase EDD,CL0214,UBA,179,230,1.3e-23,0,0.0,False
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,1.0,2393.0,2450.0,PF30802,UBR box,CL0782,BBOX,1175,1241,3.1e-37,0,0.0,False
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,1.0,2393.0,2450.0,PF30806,UBR5 first HEAT repeat domain,CL0020,TPR,872,1163,0.0,0,0.0,False
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,1.0,2393.0,2450.0,PF30807,UBR5 second HEAT repeat domain,CL0020,TPR,1248,2206,0.0,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF00626,Gelsolin repeat,CL0092,ADF,27,108,3.4e-15,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF00626,Gelsolin repeat,CL0092,ADF,147,218,8.3e-12,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF00626,Gelsolin repeat,CL0092,ADF,268,343,1.6e-13,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF00626,Gelsolin repeat,CL0092,ADF,408,489,1.6e-13,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF00626,Gelsolin repeat,CL0092,ADF,532,595,0.057,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF00626,Gelsolin repeat,CL0092,ADF,634,707,3.4e-17,0,0.0,False
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,1.0,762.0,826.0,PF02209,Villin headpiece domain,,,791,826,9.1e-16,36,1.0,True
VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,Q9BQB6,1.0,1.0,163.0,PF07884,Vitamin K epoxide reductase family,,,10,149,1.4e-24,140,1.0,True
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Q9BQB6,1.0,1.0,163.0,PF07884,Vitamin K epoxide reductase family,,,10,149,1.4e-24,140,1.0,True
VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,P03704,1.0,8.0,63.0,PF16857,RNA polymerase inhibitor,,,14,60,1.2e-24,47,1.0,True
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI,P0AAN5,1.0,8.0,59.0,PF16362,YaiA protein,,,1,63,3.6e-34,52,1.0,True
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,O31818,1.0,1.0,39.0,PF05979,Bacterial protein of unknown function (DUF896),,,6,68,2.6e-27,34,0.8717948717948718,True
